provider_name,address,PRVDR_NUM,state,zip,SRVY_DT,SRVY_CYC_CD,DFCNCY_TAG_NUM,tagcount_lastsurv,tagcount_complaint
MEDERI CARETENDERS,1285 36TH ST STE 201,107036,FL,32960,2017-01-06,Standard,G-0580,5.0,
MEDERI CARETENDERS,1285 36TH ST STE 201,107036,FL,32960,2017-01-06,Standard,G-0582,5.0,
MEDERI CARETENDERS,1285 36TH ST STE 201,107036,FL,32960,2017-01-06,Standard,G-0606,5.0,
MEDERI CARETENDERS,1285 36TH ST STE 201,107036,FL,32960,2017-01-06,Standard,G-0808,5.0,
"MEDCARE HOME HEALTH SERVICES, INC.",760 PONCE DE LEON BLVD   STE 102,107117,FL,33134,2018-11-27,Complaint,G-0574,,3.0
"MEDCARE HOME HEALTH SERVICES, INC.",760 PONCE DE LEON BLVD   STE 102,107117,FL,33134,2018-11-27,Complaint,G-0578,,3.0
"MEDCARE HOME HEALTH SERVICES, INC.",760 PONCE DE LEON BLVD   STE 102,107117,FL,33134,2018-11-27,Complaint,G-0710,,3.0
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-0145,7.0,
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-0158,7.0,
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-0303,7.0,
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-0536,7.0,
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-0606,7.0,
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-0808,7.0,
KINDRED AT HOME,2601 CATTLEMEN RD STE 102,107132,FL,34232,2017-03-30,Standard,G-1022,7.0,
KINDRED AT HOME,101 RIVERFRONT BLVD STE 400,107136,FL,34205,2018-05-31,Standard,G-0412,6.0,
KINDRED AT HOME,101 RIVERFRONT BLVD STE 400,107136,FL,34205,2018-05-31,Standard,G-0528,6.0,
KINDRED AT HOME,101 RIVERFRONT BLVD STE 400,107136,FL,34205,2018-05-31,Standard,G-0536,6.0,
KINDRED AT HOME,101 RIVERFRONT BLVD STE 400,107136,FL,34205,2018-05-31,Standard,G-0590,6.0,
KINDRED AT HOME,101 RIVERFRONT BLVD STE 400,107136,FL,34205,2018-05-31,Standard,G-0710,6.0,
KINDRED AT HOME,101 RIVERFRONT BLVD STE 400,107136,FL,34205,2018-05-31,Standard,G-0718,6.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,E-0004,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,E-0037,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,G-0442,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,G-0536,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,G-0710,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,G-0804,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,G-0808,8.0,
COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,107159,FL,32086,2018-09-12,Standard,G-1010,8.0,
KINDRED AT HOME,380 PARK PLACE BLVD STE 100,107171,FL,33759,2018-05-11,Standard,G-0466,3.0,
KINDRED AT HOME,380 PARK PLACE BLVD STE 100,107171,FL,33759,2018-05-11,Standard,G-0590,3.0,
KINDRED AT HOME,380 PARK PLACE BLVD STE 100,107171,FL,33759,2018-05-11,Standard,G-0616,3.0,
VISITING NURSE ASSOCIATION OF FLORIDA INC,2400 SE MONTEREY RD  STE 300,107177,FL,34996,2017-10-27,Standard,G-0141,3.0,
VISITING NURSE ASSOCIATION OF FLORIDA INC,2400 SE MONTEREY RD  STE 300,107177,FL,34996,2017-10-27,Standard,G-0250,3.0,
VISITING NURSE ASSOCIATION OF FLORIDA INC,2400 SE MONTEREY RD  STE 300,107177,FL,34996,2017-10-27,Standard,G-0726,3.0,
INTERIM HEALTHCARE GULF COAST INC,1940 DREW ST STE A,107223,FL,33765,2018-04-13,Standard,G-0710,1.0,
KINDRED AT HOME,4776 NEW BROAD ST STE 110,107234,FL,32814,2019-01-10,Standard,G-0710,1.0,
INTERIM HEALTHCARE GULF COAST INC,2511 W COLUMBUS DR,107243,FL,33607,2018-06-22,Standard,G-0536,2.0,
INTERIM HEALTHCARE GULF COAST INC,2511 W COLUMBUS DR,107243,FL,33607,2018-06-22,Standard,G-0660,2.0,
INTERIM HEALTHCARE OF GREATER ORLANDO,1890 STATE ROAD 436 STE 355,107245,FL,32792,2017-02-10,Standard,G-0158,2.0,
INTERIM HEALTHCARE OF GREATER ORLANDO,1890 STATE ROAD 436 STE 355,107245,FL,32792,2017-02-10,Standard,G-0606,2.0,
INTERIM HEALTHCARE OF ST AUGUSTINE,3440 US 1 SOUTH SUITE 404,107264,FL,32086,2018-11-08,Standard,G-0374,6.0,
INTERIM HEALTHCARE OF ST AUGUSTINE,3440 US 1 SOUTH SUITE 404,107264,FL,32086,2018-11-08,Standard,G-0572,6.0,
INTERIM HEALTHCARE OF ST AUGUSTINE,3440 US 1 SOUTH SUITE 404,107264,FL,32086,2018-11-08,Standard,G-0578,6.0,
INTERIM HEALTHCARE OF ST AUGUSTINE,3440 US 1 SOUTH SUITE 404,107264,FL,32086,2018-11-08,Standard,G-0590,6.0,
INTERIM HEALTHCARE OF ST AUGUSTINE,3440 US 1 SOUTH SUITE 404,107264,FL,32086,2018-11-08,Standard,G-0602,6.0,
INTERIM HEALTHCARE OF ST AUGUSTINE,3440 US 1 SOUTH SUITE 404,107264,FL,32086,2018-11-08,Standard,G-1012,6.0,
BAYCARE HOME CARE INC,20 LAKE WIRE DR STE 230,107282,FL,33815,2017-06-30,Standard,G-0158,1.0,
KINDRED AT HOME,350 CORPORATE WAY STE 250,107290,FL,32073,2017-02-23,Standard,G-0153,4.0,
KINDRED AT HOME,350 CORPORATE WAY STE 250,107290,FL,32073,2017-02-23,Standard,G-0158,4.0,
KINDRED AT HOME,350 CORPORATE WAY STE 250,107290,FL,32073,2017-02-23,Standard,G-0606,4.0,
KINDRED AT HOME,350 CORPORATE WAY STE 250,107290,FL,32073,2017-02-23,Standard,G-1022,4.0,
NHC HOMECARE,1617 WEST HWY 98 STE E-2,107326,FL,32322,2018-03-22,Standard,G-0572,4.0,
NHC HOMECARE,1617 WEST HWY 98 STE E-2,107326,FL,32322,2018-03-22,Standard,G-0590,4.0,
NHC HOMECARE,1617 WEST HWY 98 STE E-2,107326,FL,32322,2018-03-22,Standard,G-0718,4.0,
NHC HOMECARE,1617 WEST HWY 98 STE E-2,107326,FL,32322,2018-03-22,Standard,G-0808,4.0,
KINDRED AT HOME,1717 N CLYDE MORRIS BLVD STE 140,107338,FL,32117,2018-03-22,Standard,G-0484,4.0,1.0
KINDRED AT HOME,1717 N CLYDE MORRIS BLVD STE 140,107338,FL,32117,2018-03-22,Standard,G-0572,4.0,1.0
KINDRED AT HOME,1717 N CLYDE MORRIS BLVD STE 140,107338,FL,32117,2018-03-22,Standard,G-0590,4.0,1.0
KINDRED AT HOME,1717 N CLYDE MORRIS BLVD STE 140,107338,FL,32117,2018-03-22,Standard,G-0682,4.0,1.0
KINDRED AT HOME,1717 N CLYDE MORRIS BLVD STE 140,107338,FL,32117,2019-04-18,Complaint,G-0476,,1.0
MEDERI CARETENDERS,4 HARVARD CIRCLE STE 950,107341,FL,33409,2018-03-01,Standard,G-0580,5.0,
MEDERI CARETENDERS,4 HARVARD CIRCLE STE 950,107341,FL,33409,2018-03-01,Standard,G-0590,5.0,
MEDERI CARETENDERS,4 HARVARD CIRCLE STE 950,107341,FL,33409,2018-03-01,Standard,G-0754,5.0,
MEDERI CARETENDERS,4 HARVARD CIRCLE STE 950,107341,FL,33409,2018-03-01,Standard,G-0808,5.0,
MEDERI CARETENDERS,4 HARVARD CIRCLE STE 950,107341,FL,33409,2018-03-01,Standard,G-0952,5.0,
NHC HOMECARE,1513 HIGHWAY 90,107372,FL,32428,2018-05-03,Standard,G-0578,3.0,
NHC HOMECARE,1513 HIGHWAY 90,107372,FL,32428,2018-05-03,Standard,G-0702,3.0,
NHC HOMECARE,1513 HIGHWAY 90,107372,FL,32428,2018-05-03,Standard,G-0710,3.0,
KINDRED AT HOME,2080 W EAU GALLIE BLVD STE B,107383,FL,32935,2016-09-29,Standard,G-0153,6.0,
KINDRED AT HOME,2080 W EAU GALLIE BLVD STE B,107383,FL,32935,2016-09-29,Standard,G-0158,6.0,
KINDRED AT HOME,2080 W EAU GALLIE BLVD STE B,107383,FL,32935,2016-09-29,Standard,G-0176,6.0,
KINDRED AT HOME,2080 W EAU GALLIE BLVD STE B,107383,FL,32935,2016-09-29,Standard,G-0440,6.0,
KINDRED AT HOME,2080 W EAU GALLIE BLVD STE B,107383,FL,32935,2016-09-29,Standard,G-0514,6.0,
KINDRED AT HOME,2080 W EAU GALLIE BLVD STE B,107383,FL,32935,2016-09-29,Standard,G-0984,6.0,
BAYCARE HOME CARE INC,1450 E NORTH BLVD UNITS 8 & 9,107398,FL,34748,2018-05-17,Complaint,G-0436,,2.0
BAYCARE HOME CARE INC,1450 E NORTH BLVD UNITS 8 & 9,107398,FL,34748,2018-05-17,Complaint,G-0550,,2.0
MED-CARE HOME HEALTH SERVICES INC.,100 NW 82ND AVE STE 302,107399,FL,33324,2019-01-14,Complaint,G-0460,,3.0
MED-CARE HOME HEALTH SERVICES INC.,100 NW 82ND AVE STE 302,107399,FL,33324,2019-01-14,Complaint,G-0550,,3.0
MED-CARE HOME HEALTH SERVICES INC.,100 NW 82ND AVE STE 302,107399,FL,33324,2019-01-14,Complaint,G-0572,,3.0
MEDERI CARETENDERS,6150 DIAMOND CENTER CT STE A,107406,FL,33912,2019-01-10,Standard,G-0536,3.0,
MEDERI CARETENDERS,6150 DIAMOND CENTER CT STE A,107406,FL,33912,2019-01-10,Standard,G-0578,3.0,
MEDERI CARETENDERS,6150 DIAMOND CENTER CT STE A,107406,FL,33912,2019-01-10,Standard,G-0590,3.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0158,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0170,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0182,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0185,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0536,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0590,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0606,8.0,
ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,107408,FL,32174,2017-07-13,Standard,G-0730,8.0,
BAYCARE HOME CARE INC,601 MAIN STREET 8TH FLOOR,107415,FL,34698,2017-04-14,Standard,G-0580,2.0,
BAYCARE HOME CARE INC,601 MAIN STREET 8TH FLOOR,107415,FL,34698,2017-04-14,Standard,G-0582,2.0,
MEDERI CARETENDERS,1167 MIRANDA LANE,107422,FL,34741,2019-04-18,Complaint,G-0550,,3.0
MEDERI CARETENDERS,1167 MIRANDA LANE,107422,FL,34741,2019-04-18,Complaint,G-0572,,3.0
MEDERI CARETENDERS,1167 MIRANDA LANE,107422,FL,34741,2019-04-18,Complaint,G-0590,,3.0
WELCOME HOMECARE,9570 REGENCY SQUARE BLVD,107436,FL,32225,2019-01-31,Standard,G-0374,5.0,
WELCOME HOMECARE,9570 REGENCY SQUARE BLVD,107436,FL,32225,2019-01-31,Standard,G-0536,5.0,
WELCOME HOMECARE,9570 REGENCY SQUARE BLVD,107436,FL,32225,2019-01-31,Standard,G-0590,5.0,
WELCOME HOMECARE,9570 REGENCY SQUARE BLVD,107436,FL,32225,2019-01-31,Standard,G-0592,5.0,
WELCOME HOMECARE,9570 REGENCY SQUARE BLVD,107436,FL,32225,2019-01-31,Standard,G-0608,5.0,
MEMORIAL HOME HEALTH SERVICES,7029 TAFT ST,107444,FL,33024,2017-03-30,Standard,G-0158,1.0,
"H & M HEALTH SERVICES, INC.",4125 HOLLYWOOD BLVD,107455,FL,33021,2016-12-14,Standard,G-0158,5.0,
"H & M HEALTH SERVICES, INC.",4125 HOLLYWOOD BLVD,107455,FL,33021,2016-12-14,Standard,G-0176,5.0,
"H & M HEALTH SERVICES, INC.",4125 HOLLYWOOD BLVD,107455,FL,33021,2016-12-14,Standard,G-0574,5.0,
"H & M HEALTH SERVICES, INC.",4125 HOLLYWOOD BLVD,107455,FL,33021,2016-12-14,Standard,G-0580,5.0,
"H & M HEALTH SERVICES, INC.",4125 HOLLYWOOD BLVD,107455,FL,33021,2016-12-14,Standard,G-0582,5.0,
NURSECORE OF FORT MYERS,"4350 FOWLER ST, STE 4",107461,FL,33901,2016-12-08,Standard,G-0145,5.0,
NURSECORE OF FORT MYERS,"4350 FOWLER ST, STE 4",107461,FL,33901,2016-12-08,Standard,G-0172,5.0,
NURSECORE OF FORT MYERS,"4350 FOWLER ST, STE 4",107461,FL,33901,2016-12-08,Standard,G-0536,5.0,
NURSECORE OF FORT MYERS,"4350 FOWLER ST, STE 4",107461,FL,33901,2016-12-08,Standard,G-0574,5.0,
NURSECORE OF FORT MYERS,"4350 FOWLER ST, STE 4",107461,FL,33901,2016-12-08,Standard,G-0606,5.0,
APEX HOME HEALTHCARE,155 BLANDING BLVD STE 1,107492,FL,32073,2018-01-10,Standard,G-0158,3.0,
APEX HOME HEALTHCARE,155 BLANDING BLVD STE 1,107492,FL,32073,2018-01-10,Standard,G-0590,3.0,
APEX HOME HEALTHCARE,155 BLANDING BLVD STE 1,107492,FL,32073,2018-01-10,Standard,G-0606,3.0,
GOOD SAMARITAN CARES,1543 ALDERSGATE DRIVE,107509,FL,34746,2018-04-04,Standard,G-0702,1.0,
NHC HOMECARE,946 16TH PLACE,107515,FL,32960,2017-05-24,Standard,G-0158,5.0,
NHC HOMECARE,946 16TH PLACE,107515,FL,32960,2017-05-24,Standard,G-0580,5.0,
NHC HOMECARE,946 16TH PLACE,107515,FL,32960,2017-05-24,Standard,G-0582,5.0,
NHC HOMECARE,946 16TH PLACE,107515,FL,32960,2017-05-24,Standard,G-0584,5.0,
NHC HOMECARE,946 16TH PLACE,107515,FL,32960,2017-05-24,Standard,G-0984,5.0,
KINDRED AT HOME,1800 W WOOLBRIGHT RD STE 200,107526,FL,33426,2017-02-09,Standard,G-0141,1.0,
JOHN KNOX VILLAGE OF CENTRAL FLORIDA INC,101 NORTHLAKE DRIVE,107530,FL,32763,2017-06-01,Standard,G-0153,4.0,
JOHN KNOX VILLAGE OF CENTRAL FLORIDA INC,101 NORTHLAKE DRIVE,107530,FL,32763,2017-06-01,Standard,G-0245,4.0,
JOHN KNOX VILLAGE OF CENTRAL FLORIDA INC,101 NORTHLAKE DRIVE,107530,FL,32763,2017-06-01,Standard,G-0476,4.0,
JOHN KNOX VILLAGE OF CENTRAL FLORIDA INC,101 NORTHLAKE DRIVE,107530,FL,32763,2017-06-01,Standard,G-0590,4.0,
MEDERI CARETENDERS,50 SOUTH BELCHER ROAD STE 112,107539,FL,33765,2017-05-10,Standard,G-0158,1.0,
MOUNT AUBURN HOME HEALTH,5790 NW 72ND AVE,107542,FL,33166,2019-03-08,Standard,E-0006,5.0,
MOUNT AUBURN HOME HEALTH,5790 NW 72ND AVE,107542,FL,33166,2019-03-08,Standard,E-0013,5.0,
MOUNT AUBURN HOME HEALTH,5790 NW 72ND AVE,107542,FL,33166,2019-03-08,Standard,G-0446,5.0,
MOUNT AUBURN HOME HEALTH,5790 NW 72ND AVE,107542,FL,33166,2019-03-08,Standard,G-0536,5.0,
MOUNT AUBURN HOME HEALTH,5790 NW 72ND AVE,107542,FL,33166,2019-03-08,Standard,G-1012,5.0,
ENCOMPASS HEALTH HOME HEALTH OF JUPITER MEDICAL CE,140 INTRACOASTAL POINTE DR STE 205,107544,FL,33477,2019-04-18,Complaint,G-0590,,1.0
KINDRED AT HOME,970 KINGS HIGHWAY STE 2,107547,FL,33980,2019-03-07,Standard,G-0418,5.0,
KINDRED AT HOME,970 KINGS HIGHWAY STE 2,107547,FL,33980,2019-03-07,Standard,G-0484,5.0,
KINDRED AT HOME,970 KINGS HIGHWAY STE 2,107547,FL,33980,2019-03-07,Standard,G-0536,5.0,
KINDRED AT HOME,970 KINGS HIGHWAY STE 2,107547,FL,33980,2019-03-07,Standard,G-0682,5.0,
KINDRED AT HOME,970 KINGS HIGHWAY STE 2,107547,FL,33980,2019-03-07,Standard,G-1014,5.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0145,7.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0170,7.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0175,7.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0186,7.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0434,7.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0590,7.0,
QUALITY OF LIFE HOME CARE SERVICES,7823 N DALE MABRY HWY STE 107,107572,FL,33614,2017-03-03,Standard,G-0606,7.0,
KINDRED AT HOME,525 NW LAKE WHITNEY PL STE 106,107586,FL,34986,2017-01-12,Standard,G-0158,3.0,
KINDRED AT HOME,525 NW LAKE WHITNEY PL STE 106,107586,FL,34986,2017-01-12,Standard,G-0590,3.0,
KINDRED AT HOME,525 NW LAKE WHITNEY PL STE 106,107586,FL,34986,2017-01-12,Standard,G-0808,3.0,
NHC HOMECARE,2395 N COURTENAY PKWY STE 101,107592,FL,32953,2018-06-20,Standard,G-0580,3.0,
NHC HOMECARE,2395 N COURTENAY PKWY STE 101,107592,FL,32953,2018-06-20,Standard,G-0590,3.0,
NHC HOMECARE,2395 N COURTENAY PKWY STE 101,107592,FL,32953,2018-06-20,Standard,G-0608,3.0,
MEDERI CARETENDERS,4923 NW 43RD ST STE A,107602,FL,32653,2017-08-30,Standard,G-0158,1.0,
OASIS HOME CARE INC,1511 PROSPERITY FARMS RD STE 300,107606,FL,33403,2019-01-28,Complaint,G-0598,,1.0
VISITING NURSE ASSOCIATION OF FLORIDA INC,10177 CORTEZ BLVD,107609,FL,34613,2018-01-19,Standard,G-0158,1.0,
"FIRST QUALITY HOME CARE, INC.",8700 W FLAGLER ST STE 200,107617,FL,33174,2018-01-11,Standard,E-0037,2.0,
"FIRST QUALITY HOME CARE, INC.",8700 W FLAGLER ST STE 200,107617,FL,33174,2018-01-11,Standard,G-1022,2.0,
VNA SPACE COAST INC,1600 SARNO ROAD SUITE 201,107632,FL,32935,2017-03-16,Standard,G-0444,1.0,
FAITH HOME HEALTH INC,4554 CENTRAL AVE UNIT D,107636,FL,33711,2017-04-20,Standard,G-0158,3.0,
FAITH HOME HEALTH INC,4554 CENTRAL AVE UNIT D,107636,FL,33711,2017-04-20,Standard,G-0161,3.0,
FAITH HOME HEALTH INC,4554 CENTRAL AVE UNIT D,107636,FL,33711,2017-04-20,Standard,G-0606,3.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0001,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0006,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0007,42.0,
