CMS_ID,Ecosystem_Name,provider_name,address,city,state,zip_code,county,County_count,State_Srv,Ownership_Type,Lab_Service_Binary,Pharm_Service_Binary,Nursing_Service_Binary,PT_Service_Binary,OT_Service_Binary,Speech_Service_Binary,Med_SS_Service_Binary,HH_Aide_Service_Binary,date_certified,quality_of_patient_care_star_rating,hhcahps_survey_summary_star_rating,how_often_the_home_health_team_began_their_patients’_care_in_a_timely_manner,qm_timely_manner_county_ptile,qm_timely_manner_ptile,how_often_the_home_health_team_taught_patients_or_their_family_caregivers_about_their_drugs,qm_teach_drugs_county_ptile,qm_teach_drugs_ptile,how_often_the_home_health_team_checked_patients’_risk_of_falling,qm_risk_falling_county_ptile,qm_risk_falling_ptile,how_often_the_home_health_team_checked_patients_for_depression,qm_depression_county_ptile,qm_depression_ptile,how_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_currnet_flu_season,qm_flu_shot_county_ptile,qm_flu_shot_ptile,how_often_the_home_health_team_made_sure_that_their_patients_have_received_a_pneumococcal_vaccine_pneumonia_shot,qm_pneum_shot_county_ptile,qm_pneum_shot_ptile,with_diabetes_how_often_the_home_health_team_got_doctor’s_orders_gave_foot_care_and_taught_patients_about_foot_care,qm_diabetes_footcare_county_ptile,qm_diabetes_footcare_ptile,how_often_patients_got_better_at_walking_or_moving_around,qm_improv_mobil_county_ptile,qm_improv_mobil_ptile,how_often_patients_got_better_at_getting_in_and_out_of_bed,qm_improv_trans_county_ptile,qm_improv_trans_ptile,how_often_patients_got_better_at_bathing,qm_bathing_county_ptile,qm_bathing_ptile,how_often_patients_had_less_pain_when_moving_around,qm_pain_moving_county_ptile,qm_pain_moving_ptile,how_often_patients’_breathing_improved,qm_breathing_county_ptile,qm_breathing_ptile,how_often_patients’_wounds_improved_or_healed_after_an_operation,qm_improv_wounds_county_ptile,qm_improv_wounds_ptile,how_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,qm_correct_meds_county_ptile,qm_correct_meds_ptile,how_often_home_health_patients_had_to_be_admitted_to_the_hospital,qm_admit_hosp_ptile,qm_hosp_admit_ptile_rank,how_often_patients_receiving_home_health_care_needed_urgent_unplanned_care_in_the_er_without_being_admitted,qm_urgent_care_norehosp_county_ptile,qm_urgent_care_no_hosp_ptile,qm_urgent_care_no_hosp_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_had_to_be_re-admitted_to_the_hospital,qm_pac_hosp_admitt_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_received_care_in_the_hospital_emergency_room_without_being_readmitted_to_the_hospital,qm_pac_urgent_care_no_hosp_rank,pred_all_diff_ptile_rank,pred_med_diff_ptile_rank,pred_chf_diff_ptile_rank,pred_med_high_diff_ptile_rank,pred_med_low_diff_ptile_rank,pred_surg_high_risk_diff_ptile_rank,pred_surg_diff_ptile_rank,pred_surg_low_risk_diff_ptile_rank,pred_lung_diff_ptile_rank,pred_all_comp_rate,pred_all_state_rate,pred_med_other_comp_rate,pred_med_other_state_rate,pred_surg_other_comp_rate,pred_surg_other_state_rate,pred_CHF_comp_rate,pred_CHF_state_rate,pred_med_high_comp_rate,pred_med_high_state_rate,pred_med_low_comp_rate,pred_med_low_state_rate,pred_surg_high_comp_rate,pred_surg_high_state_rate,pred_surg_low_comp_rate,pred_surg_low_state_rate,pred_lung_diff_comp_rate,pred_lung_diff_state_rate,percent_of_patients_who_reported_that_their_home_health_team_gave_care_in_a_professional_way,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_communicated_well_with_them,hcaps_communicated_county_ptile,hcaps_communicated_ptile,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,hcaps_discuss_med_county_ptile,hcaps_discuss_med_ptile,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_discussed_medicines_pain_and_home_safety_with_them,percent_of_patients_who_gave_their_home_health_agency_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,hcaps_above_8_county_ptile,hcaps_above_8_ptile,percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_home_health_agency_to_friends_and_family,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,alleg_state_mean,alleg_total,rehosp_alleg_state_mean,sub_alleg_state_mean,sub_alleg_sum,total_weight_alleg,alleg_county_mean,total_sub_alleg,total_rehosp_alleg,sub_alleg_county_mean,rehosp_alleg_county_mean,def_county_mean,def_state_mean,def_total,comp_bin_county_mean,comp_bin_state_mean,number_of_completed_surveys,response_rate,CRTFCTN_DT,CRTFCTN_UPDT_DT,Reporting_Month
'107168,FL_Broward,Kindred At Home,510 SHOTGUN RD STE 150,SUNRISE,FL,33062,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,Yes,Yes,07/01/1977,3.5,3,0.9640000000000001,34.0,34.0,0.986,39.0,33.0,1.0,70.0,71.0,0.9890000000000001,42.0,49.0,0.701,52.0,30.0,0.773,68.0,46.0,0.98,28.0,32.0,0.732,29.0,17.0,0.778,44.0,37.0,0.8009999999999999,44.0,29.0,0.8420000000000001,46.0,50.0,0.818,50.0,44.0,0.8859999999999999,23.0,12.0,0.6990000000000001,51.0,42.0,0.13,17.0,C,0.12300000000000001,64.0,66.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,D,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.86,38.0,29.0,0.84,47.0,40.0,60.0,62.0,56.0,42.0,38.0,29.0,0.8,0.84,50.0,47.0,0.8,60.0,62.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,136,27,20170907,20180327.0,2019/09
'107526,FL_Broward,Kindred At Home,1800 W WOOLBRIGHT RD STE 200,BOYNTON BEACH,FL,33334,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,06/27/1996,4.5,4,0.9690000000000001,38.0,39.0,0.998,69.0,73.0,1.0,70.0,71.0,0.986,37.0,43.0,0.8,77.0,63.0,0.7929999999999999,72.0,54.0,0.978,25.0,30.0,0.826,63.0,63.0,0.813,60.0,60.0,0.8340000000000001,56.0,47.0,0.8809999999999999,63.0,66.0,0.866,72.0,70.0,0.956,65.0,54.0,0.7090000000000001,55.0,48.0,0.109,6.0,B,0.147,84.0,90.0,D,Same As Expected,C,Same As Expected,C,N/A,C,E,N/A,C,C,C,B,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.08027026355074385,0.1209888648,0.06106333233641651,0.2041557588,0.91,83.0,80.0,0.89,78.0,81.0,70.0,74.0,36.0,20.0,83.0,80.0,0.76,0.88,76.0,79.0,0.82,70.0,74.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,1.0,0.07096774193548387,0.05886332882273342,207,34,20170209,20180328.0,2019/09
'109514,FL_Broward,Lt Health Care Corp,12340 SW 132ND CT,MIAMI,FL,33328,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,No,Yes,05/07/2010,2.5,Not Available,0.883,8.0,6.0,1.0,88.0,91.0,1.0,70.0,71.0,0.991,46.0,54.0,0.7709999999999999,67.0,52.0,0.733,62.0,35.0,0.953,16.0,16.0,0.42,2.0,1.0,0.354,4.0,1.0,1.0,97.0,98.0,0.992,95.0,97.0,0.816,48.0,43.0,,,,0.18,1.0,0.0,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,Not Available,Not Available,20160513,20190520.0,2019/09
'109229,FL_Broward,Mdt Home Health Care Agency Inc,8672 SW 40TH ST STE 200,MIAMI,FL,33318,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,04/22/2009,1.5,1,0.9159999999999999,16.0,12.0,0.871,8.0,2.0,0.972,9.0,3.0,0.902,10.0,7.0,0.5870000000000001,35.0,13.0,0.414,17.0,5.0,0.938,11.0,13.0,0.547,6.0,2.0,0.446,6.0,2.0,0.601,8.0,3.0,0.7140000000000001,17.0,13.0,0.5479999999999999,7.0,4.0,0.634,4.0,1.0,0.434,11.0,4.0,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.69,2.0,1.0,0.7,6.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,0.62,0.67,8.0,2.0,0.52,5.0,1.0,0.16610284167794317,1.0,0.05040595399188092,0.036535859269282815,108.0,1.0,0.16129032258064516,1.0,1.0,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,8.0,0.07096774193548387,0.05886332882273342,72,12,20150220,20180914.0,2019/09
'107399,FL_Broward,Med-Care Home Health Services Inc.,100 NW 82ND AVE STE 302,PLANTATION,FL,33311,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,06/08/1995,3.0,2,0.9990000000000001,84.0,92.0,0.9990000000000001,73.0,79.0,0.9990000000000001,37.0,38.0,0.8909999999999999,6.0,5.0,0.55,32.0,10.0,0.5529999999999999,31.0,10.0,0.9990000000000001,48.0,67.0,0.679,19.0,10.0,0.727,28.0,18.0,0.713,19.0,10.0,0.617,5.0,4.0,0.6759999999999999,19.0,11.0,0.929,33.0,30.0,0.602,28.0,15.0,0.15,39.0,C,0.11599999999999999,56.0,51.0,C,Same As Expected,C,Worse Than Expected,D,A,A,B,N/A,A,B,C,B,B,0.15675748188943545,0.1654796643,0.1869770357951284,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.18494243213220168,0.1686206538,0.07476290969191579,0.0641277957,0.08027026355074385,0.1209888648,0.06874172644264173,0.2041557588,0.79,13.0,3.0,0.78,19.0,11.0,11.0,6.0,13.0,5.0,13.0,3.0,0.68,0.74,14.0,6.0,0.64,11.0,6.0,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,4.0,0.16129032258064516,2.0,2.0,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,3.0,0.07096774193548387,0.05886332882273342,343,21,20170809,20180329.0,2019/09
'107528,FL_Broward,Mederi Caretenders,4901 NW 17TH WAY STE 302A,FORT LAUDERDALE,FL,33308,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,07/03/1996,4.5,Not Available,0.991,62.0,71.0,0.991,48.0,42.0,1.0,70.0,71.0,0.9470000000000001,18.0,15.0,0.589,36.0,14.0,0.667,49.0,19.0,0.98,28.0,32.0,0.8640000000000001,77.0,84.0,0.9209999999999999,90.0,94.0,0.797,43.0,26.0,0.894,67.0,72.0,0.9079999999999999,83.0,83.0,,,,0.6829999999999999,47.0,37.0,0.13699999999999998,23.0,C,0.115,53.0,48.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,D,N/A,C,D,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.87,52.0,38.0,0.97,97.0,98.0,94.0,96.0,91.0,92.0,52.0,38.0,0.89,1.0,100.0,100.0,0.92,94.0,96.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,16,21,20190118,20190205.0,2019/09
'109505,FL_Broward,Medi-Nurse,6175 NW 167TH ST  STE G 15,MIAMI,FL,33019,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,02/18/2010,3.0,Not Available,0.956,28.0,26.0,0.9109999999999999,11.0,5.0,0.972,9.0,3.0,0.978,31.0,34.0,0.679,49.0,25.0,0.667,49.0,19.0,0.9,4.0,8.0,0.733,30.0,18.0,0.789,51.0,44.0,0.601,8.0,3.0,0.8420000000000001,46.0,50.0,0.8140000000000001,47.0,43.0,,,,0.521,18.0,8.0,0.04,0.0,N/A,0.073,11.0,9.0,B,Not Available,N/A,Not Available,N/A,N/A,N/A,E,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,Not Available,Not Available,20181026,20181214.0,2019/09
'107444,FL_Broward,Memorial Home Health Services,7029 TAFT ST,HOLLYWOOD,FL,33311,Broward,155.0,FL,Non-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,10/19/1992,4.0,3,0.951,24.0,23.0,0.9690000000000001,21.0,16.0,0.9329999999999999,5.0,1.0,0.9520000000000001,19.0,17.0,0.392,14.0,4.0,0.395,15.0,4.0,0.961,20.0,19.0,0.7809999999999999,46.0,39.0,0.809,59.0,58.0,0.7909999999999999,42.0,24.0,0.847,47.0,52.0,0.8270000000000001,55.0,48.0,0.9109999999999999,31.0,20.0,0.718,59.0,53.0,0.15,39.0,C,0.146,83.0,90.0,D,Worse Than Expected,D,Worse Than Expected,D,N/A,C,B,N/A,C,B,B,B,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.08447946591005273,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.08027026355074385,0.1209888648,0.06106333233641651,0.2041557588,0.87,52.0,38.0,0.84,47.0,40.0,49.0,50.0,56.0,42.0,52.0,38.0,0.8,0.86,67.0,65.0,0.78,49.0,50.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,1.0,0.07096774193548387,0.05886332882273342,308,27,20170330,20170620.0,2019/09
'107647,FL_Broward,Neu-Heart Health Care Services,7173 W OAKLAND PARK BLVD,FORT LAUDERDALE,FL,33313,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,05/10/2001,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,3.0,0.07096774193548387,0.05886332882273342,Not Available,Not Available,20180118,20180321.0,2019/09
'107651,FL_Broward,Nightingale Home Healthcare Of Florida Inc,550 SW 3RD STREET SUITE 200,POMPANO BEACH,FL,33313,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,06/07/2001,3.0,Not Available,0.982,47.0,54.0,1.0,88.0,91.0,1.0,70.0,71.0,0.9940000000000001,53.0,58.0,0.937,93.0,91.0,0.8079999999999999,75.0,58.0,1.0,75.0,84.0,0.674,18.0,10.0,0.677,20.0,10.0,0.6409999999999999,12.0,4.0,0.696,13.0,11.0,0.883,76.0,77.0,,,,0.617,30.0,18.0,0.129,16.0,C,0.10099999999999999,31.0,27.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,D,N/A,C,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.82,19.0,7.0,0.76,14.0,7.0,54.0,56.0,36.0,20.0,19.0,7.0,0.76,0.71,10.0,4.0,0.79,54.0,56.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,39,33,20150810,20181218.0,2019/09
'108253,FL_Broward,Nurse On Call,210 N UNIVERSITY DR STE 900,CORAL SPRINGS,FL,33021,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,02/01/2006,3.5,3,0.9670000000000001,37.0,37.0,0.988,43.0,36.0,0.991,17.0,10.0,0.981,34.0,38.0,0.777,68.0,55.0,0.721,59.0,33.0,0.953,16.0,16.0,0.7659999999999999,42.0,30.0,0.769,41.0,33.0,0.789,41.0,24.0,0.7709999999999999,25.0,26.0,0.7909999999999999,44.0,33.0,0.9329999999999999,35.0,32.0,0.682,46.0,36.0,0.159,53.0,C,0.121,61.0,62.0,C,Worse Than Expected,D,Worse Than Expected,D,N/A,N/A,B,N/A,C,B,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.89,69.0,61.0,0.85,53.0,48.0,54.0,56.0,56.0,42.0,69.0,61.0,0.8,0.85,58.0,56.0,0.79,54.0,56.0,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,4.0,0.16129032258064516,2.0,2.0,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,279,20,20170511,nan,2019/09
'108079,FL_Broward,Nursing Concepts Inc,7511 NW 64 ST,TAMARAC,FL,33317,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,07/06/2004,5.0,3,1.0,92.0,96.0,1.0,88.0,91.0,1.0,70.0,71.0,1.0,83.0,87.0,0.985,96.0,96.0,0.975,95.0,95.0,1.0,75.0,84.0,0.966,93.0,95.0,0.9129999999999999,87.0,93.0,0.742,26.0,14.0,0.9490000000000001,83.0,89.0,0.9109999999999999,84.0,85.0,,,,0.664,39.0,29.0,0.092,3.0,B,0.14300000000000002,81.0,88.0,D,Same As Expected,C,Same As Expected,C,N/A,N/A,E,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.86,38.0,29.0,0.84,47.0,40.0,23.0,21.0,31.0,17.0,38.0,29.0,0.75,0.84,50.0,47.0,0.71,23.0,21.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,51,23,20160729,20170915.0,2019/09
'109504,FL_Broward,Nursing Plus Of Broward  Llc,3600 S ST RD 7 STE 36,MIRAMAR,FL,33019,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/14/2009,,Not Available,1.0,92.0,96.0,1.0,88.0,91.0,1.0,70.0,71.0,0.92,12.0,8.0,,,,0.5,22.0,7.0,,,,0.731,28.0,17.0,0.775,43.0,35.0,0.797,43.0,26.0,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.98,98.0,97.0,1.0,99.0,100.0,97.0,98.0,100.0,100.0,98.0,97.0,1.0,0.96,95.0,97.0,0.97,97.0,98.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,2,14,20151214,20190605.0,2019/09
'103193,FL_Broward,One At Home - Broward,3351 EXECUTIVE WAY,MIRAMAR,FL,33321,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,03/21/2013,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.16129032258064516,2.0,2.0,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,Not Available,Not Available,20160328,20190326.0,2019/09
'108394,FL_Broward,One At Home - Dade,4005 NW 114 AVENUE  UNIT 4-5,DORAL,FL,33027,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,Yes,Yes,02/28/2007,3.0,Not Available,0.9420000000000001,20.0,18.0,0.375,2.0,0.0,0.9740000000000001,12.0,3.0,0.79,2.0,2.0,0.128,4.0,1.0,0.922,88.0,91.0,0.9390000000000001,11.0,13.0,0.8420000000000001,71.0,76.0,0.695,23.0,12.0,0.848,62.0,53.0,0.758,23.0,23.0,0.718,26.0,17.0,0.997,96.0,92.0,0.598,27.0,15.0,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,3.0,0.05040595399188092,0.036535859269282815,108.0,3.0,0.16129032258064516,3.0,3.0,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,6.0,0.07096774193548387,0.05886332882273342,Not Available,Not Available,20170403,20190108.0,2019/09
'107677,FL_Broward,Options Home Health,3230 W COMMERCIAL BLVD STE 160,POMPANO BEACH,FL,33351,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/17/2001,2.5,Not Available,0.9229999999999999,18.0,14.0,0.987,42.0,34.0,1.0,70.0,71.0,0.986,37.0,43.0,0.862,85.0,82.0,0.779,69.0,48.0,1.0,75.0,84.0,0.672,17.0,9.0,0.616,13.0,6.0,0.82,49.0,39.0,0.618,6.0,4.0,0.66,17.0,9.0,,,,0.659,38.0,27.0,0.141,28.0,C,0.195,99.0,99.0,E,Same As Expected,C,Same As Expected,C,N/A,N/A,D,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.77,11.0,2.0,0.82,38.0,25.0,25.0,24.0,31.0,17.0,11.0,2.0,0.75,0.72,12.0,4.0,0.72,25.0,24.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,10,15,20160317,20190522.0,2019/09
'109335,FL_Broward,P & M Home Health Services Llc,3801 N UNIVERSITY DR,SUNRISE,FL,33351,Broward,155.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,08/25/2009,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.16129032258064516,,,0.05806451612903226,0.05806451612903226,0.22580645161290322,0.2469553450608931,,0.07096774193548387,0.05886332882273342,Not Available,Not Available,20150626,20181029.0,2019/09
