provider_name,CMS_ID,Ecosystem_Name,address,city,state,zip_code,Ownership_Type,quality_of_patient_care_star_rating,hhcahps_survey_summary_star_rating,percent_of_patients_who_reported_that_their_home_health_team_discussed_medicines_pain_and_home_safety_with_them,percent_of_patients_who_reported_that_their_home_health_team_communicated_well_with_them,how_often_home_health_patients_had_to_be_admitted_to_the_hospital,alleg_total,def_total,pred_all_diff_ptile_rank,pred_med_diff_ptile_rank,pred_chf_diff_ptile_rank,pred_med_high_diff_ptile_rank,pred_med_low_diff_ptile_rank,pred_surg_high_risk_diff_ptile_rank,pred_surg_diff_ptile_rank,pred_surg_low_risk_diff_ptile_rank,pred_lung_diff_ptile_rank,pred_all_comp_rate,pred_all_state_rate,pred_med_other_comp_rate,pred_med_other_state_rate,pred_surg_other_comp_rate,pred_surg_other_state_rate,pred_CHF_comp_rate,pred_CHF_state_rate,pred_med_high_comp_rate,pred_med_high_state_rate,pred_med_low_comp_rate,pred_med_low_state_rate,pred_surg_high_comp_rate,pred_surg_high_state_rate,pred_surg_low_comp_rate,pred_surg_low_state_rate,pred_lung_diff_comp_rate,pred_lung_diff_state_rate
Cornerstone Home Care,'107720,FL_Alachua,484 SW COMMERCE DRIVE STE 101,LAKE CITY,FL,32643,For-Profit,4.0,5,0.88,0.91,0.17,,,N/A,N/A,C,N/A,B,D,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Doctors Choice Home Care,'109449,FL_Alachua,5800 NW 39TH AVE STE 104,GAINESVILLE,FL,32609,For-Profit,4.5,3,0.73,0.82,0.16399999999999998,,,N/A,N/A,C,N/A,B,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Encompass Health Home Health,'109532,FL_Alachua,2143 E FORT KING STREET SUITE 102,OCALA,FL,32605,For-Profit,3.5,4,0.86,0.89,0.154,,,N/A,N/A,C,N/A,C,E,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Encompass Health Home Health,'109775,FL_Alachua,1635 E HIGHWAY 50 SUITE 200-C,CLERMONT,FL,32618,For-Profit,4.5,4,0.83,0.87,0.175,2.0,,N/A,N/A,A,N/A,C,D,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Florida First Care Inc,'109442,FL_Alachua,800 ZEAGLER DR STE 220,PALATKA,FL,32640,For-Profit,4.0,4,0.85,0.87,0.155,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Florida Homecare Specialists Inc,'109071,FL_Alachua,130 N OLD DIXIE HWY,LADY LAKE,FL,32640,For-Profit,4.5,4,0.78,0.88,0.151,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Greystone Home Healthcare,'109151,FL_Alachua,1400 US HWY 441 N STE 553,THE VILLAGES,FL,32694,For-Profit,3.5,3,0.8,0.84,0.14,,,N/A,N/A,D,N/A,C,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Hcp Home Health Agency,'109790,FL_Alachua,901 NW 8TH AVE B6,GAINESVILLE,FL,32601,For-Profit,,Not Available,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Heal At Home Healthcare,'107556,FL_Alachua,5036 SE 110TH ST STE 101,BELLEVIEW,FL,32667,For-Profit,3.0,3,0.74,0.84,0.16699999999999998,6.0,,N/A,N/A,A,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Interim Healthcare Of Leesburg,'683162,FL_Alachua,9738 US HWY 441 STE 103,LEESBURG,FL,32608,For-Profit,3.5,2,0.66,0.78,0.166,,,N/A,N/A,C,N/A,B,B,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107240,FL_Alachua,340 BEAL PARKWAY NW STE A,FORT WALTON BEACH,FL,32654,For-Profit,3.5,4,0.83,0.85,0.168,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107290,FL_Alachua,350 CORPORATE WAY STE 250,ORANGE PARK,FL,32667,For-Profit,3.5,3,0.8,0.84,0.207,,4.0,N/A,A,A,N/A,B,B,B,B,B,0.1654735041007257,0.1654796643,0.1869770357951284,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.08027026355074385,0.1209888648,0.06874172644264173,0.2041557588
Kindred At Home,'107420,FL_Alachua,419 SW STATE ROAD 247 STE 109,LAKE CITY,FL,32606,For-Profit,3.5,4,0.86,0.89,0.18100000000000002,,,N/A,N/A,C,N/A,C,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107486,FL_Alachua,3951 NW 48 TERR STE 201,GAINESVILLE,FL,32667,For-Profit,3.5,4,0.84,0.87,0.185,,,N/A,N/A,C,N/A,C,E,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107512,FL_Alachua,311 SE 17TH PL,OCALA,FL,32667,For-Profit,4.0,4,0.84,0.89,0.156,,,N/A,N/A,C,N/A,C,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107514,FL_Alachua,205 ZEAGLER DR STE 401,PALATKA,FL,32640,For-Profit,3.5,4,0.85,0.89,0.17,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Mederi Caretenders,'107500,FL_Alachua,18118 POWELL RD,BROOKSVILLE,FL,32640,For-Profit,4.5,3,0.82,0.83,0.159,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Mederi Caretenders,'107602,FL_Alachua,4923 NW 43RD ST STE A,GAINESVILLE,FL,32641,For-Profit,4.5,4,0.84,0.9,0.188,,1.0,N/A,C,A,N/A,C,C,C,C,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Munroe Regional Homecare Llc,'107009,FL_Alachua,2201 SE 30TH AVENUE SUITE 301,OCALA,FL,32640,For-Profit,5.0,4,0.84,0.89,0.149,,1.0,N/A,D,C,N/A,D,C,C,C,E,0.1654735041007257,0.1654796643,0.16323556765177735,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.054507559799998266,0.2041557588
Nurse On Call,'107207,FL_Alachua,1900 MASON AVENUE SUITE 130,DAYTONA BEACH,FL,32640,For-Profit,4.0,2,0.77,0.78,0.15,,,N/A,N/A,C,N/A,C,D,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Nurse On Call,'108048,FL_Alachua,3630 SW 47TH AVE  STE 200,GAINESVILLE,FL,32641,For-Profit,3.5,3,0.79,0.83,0.17600000000000002,3.0,,N/A,N/A,A,N/A,C,D,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Palm Garden Home Health,'109444,FL_Alachua,3306 SW 26TH AVE STE 401,OCALA,FL,32606,For-Profit,3.5,3,0.81,0.79,0.132,,,N/A,N/A,D,N/A,B,B,A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.0873906783259167,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Pinnacle Home Care Of North Florida Inc,'683157,FL_Alachua,7031 NW 140TH ST,CHIEFLAND,FL,32616,For-Profit,3.0,3,0.75,0.86,0.17300000000000001,,,N/A,N/A,C,N/A,B,B,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Signature Homenow,'109025,FL_Alachua,6793 SW HIGHWAY 200,OCALA,FL,32643,For-Profit,5.0,3,0.83,0.83,0.172,,,N/A,N/A,C,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Suncrest Omni,'107690,FL_Alachua,914 N SUNCOAST BLVD,CRYSTAL RIVER,FL,32603,For-Profit,4.5,4,0.86,0.88,0.162,,1.0,N/A,C,C,N/A,C,C,C,C,D,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.0546598435639793,0.2041557588
Suwannee Medical Personnel,'108010,FL_Alachua,1852 SW BARNETT WAY   STE 103,LAKE CITY,FL,32615,For-Profit,3.0,4,0.89,0.86,0.165,,,N/A,N/A,C,N/A,C,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Uf Health Home Care - Jacksonville,'107125,FL_Alachua,580 W 8 ST TOWER 2 STE 9009,JACKSONVILLE,FL,32607,Non-Profit,3.5,3,0.82,0.82,0.228,,,N/A,N/A,B,N/A,C,B,A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.0873906783259167,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Uf Health Shands Homecare,'107142,FL_Alachua,1610 NW 23RD AVE,GAINESVILLE,FL,32608,Non-Profit,4.5,3,0.8,0.84,0.177,,,N/A,N/A,C,N/A,E,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Village Home Care  Llc,'108125,FL_Alachua,2760 SE 17 ST BLDG 100   STE 101,OCALA,FL,32667,For-Profit,5.0,Not Available,,,0.16,1.0,,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Visiting Nurse Association Of Florida Inc,'107609,FL_Alachua,10177 CORTEZ BLVD,WEEKI WACHEE,FL,32605,Non-Profit,4.5,3,0.81,0.86,0.135,,1.0,N/A,D,C,N/A,D,D,C,C,E,0.1654735041007257,0.1654796643,0.16323556765177735,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.05997008360517951,0.0641277957,0.06278004029749262,0.1209888648,0.054507559799998266,0.2041557588
A Care Connection Home Health,'109709,FL_Baker,1525A THE GREENS WAY,JACKSONVILLE BEACH,FL,32063,For-Profit,4.0,5,0.9,0.94,0.142,,,N/A,N/A,D,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
A Caring Hand Llc,'109665,FL_Baker,9050 CYPRESS GREEN DR STE 103,JACKSONVILLE,FL,32063,For-Profit,1.5,3,0.87,0.78,0.187,,,N/A,N/A,C,N/A,A,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18494243213220168,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Amedisys Home Health,'107179,FL_Baker,1515 HERBERT ST STE 210,PORT ORANGE,FL,32087,For-Profit,4.5,4,0.84,0.86,0.134,,,N/A,N/A,D,N/A,C,B,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Apex Home Healthcare,'107492,FL_Baker,155 BLANDING BLVD STE 1,ORANGE PARK,FL,32087,For-Profit,4.0,4,0.84,0.88,0.19899999999999998,,3.0,N/A,B,A,N/A,C,C,B,C,C,0.1654735041007257,0.1654796643,0.18017305883463614,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Apex Home Healthcare,'108067,FL_Baker,6789 SOUTHPOINT PKWY STE 200,JACKSONVILLE,FL,32063,For-Profit,4.5,3,0.83,0.84,0.163,,5.0,N/A,C,B,N/A,C,C,C,C,D,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.0546598435639793,0.2041557588
Baptist Home Health Care,'107482,FL_Baker,3563 PHILLIPS HIGHWAY  STE 202,JACKSONVILLE,FL,32087,Non-Profit,3.5,4,0.85,0.88,0.162,1.0,,N/A,N/A,A,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Beyond Home Health Care Services Llc,'683147,FL_Baker,7235 BONNEVAL RD STE 236,JACKSONVILLE,FL,32063,For-Profit,4.5,4,0.88,0.93,0.115,,3.0,N/A,E,E,N/A,D,E,E,B,C,0.1654735041007257,0.1654796643,0.14930899137135406,0.1968206112,0.05715285074680709,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.057047851501914916,0.0641277957,0.08027026355074385,0.1209888648,0.06106333233641651,0.2041557588
Brooks Rehabilitation Home Health,'107628,FL_Baker,6676 CORPORATE CENTER PKWY,JACKSONVILLE,FL,32087,For-Profit,4.5,3,0.82,0.85,0.154,2.0,,N/A,N/A,B,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Carter Healthcare,'109739,FL_Baker,8130 BAYMEADOWS CIR W STE 107,JACKSONVILLE,FL,32040,For-Profit,5.0,Not Available,0.93,0.85,0.16899999999999998,,,N/A,N/A,C,N/A,E,A,A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.0873906783259167,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.08379994087018598,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Choice Matters Home Healthcare Inc,'683129,FL_Baker,4741 ATLANTIC BLVD STE D,JACKSONVILLE,FL,32040,For-Profit,3.5,2,0.72,0.86,0.10099999999999999,,,N/A,N/A,E,N/A,B,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
